#separator:tab
#html:true
#columns:Front	Back	Tags
hi	/haɪ/　<b>int.</b>　嗨<br>Hi everyone. 大家好。	补充高频词
bye	/baɪ/　<b>int.</b>　再见<br>Bye for now. 先再见了。	补充高频词
please	/pliːz/　<b>int.</b>　请<br>Come in, please. 请进。	补充高频词
sorry	/ˈsɒri/　<b>int.</b>　抱歉<br>Sorry about that. 对此抱歉。	补充高频词
welcome	/ˈwelkəm/　<b>int.</b>　欢迎<br>Welcome aboard. 欢迎加入。	补充高频词
oh	/əʊ/　<b>int.</b>　哦<br>Oh, I see. 哦，我懂了。	补充高频词
well	/wel/　<b>int.</b>　那么，嗯<br>Well, let's start. 那么，开始吧。	补充高频词
accept	/əkˈsept/　<b>v.</b>　接受<br>I accept the offer. 我接受这个提议。	扩充不同词形
achieve	/əˈtʃiːv/　<b>v.</b>　实现<br>We achieved our goal. 我们实现了目标。	扩充不同词形
arrive	/əˈraɪv/　<b>v.</b>　到达<br>I arrived early. 我早到了。	扩充不同词形
attend	/əˈtend/　<b>v.</b>　参加<br>Attend the meeting. 参加会议。	扩充不同词形
beat	/biːt/　<b>v.</b>　击败（beat, beaten）<br>We beat the other team. 我们击败了另一队。	扩充不同词形
belong	/bɪˈlɒŋ/　<b>v.</b>　属于<br>This belongs to me. 这是我的。	扩充不同词形
borrow	/ˈbɒrəʊ/　<b>v.</b>　借入<br>Can I borrow it? 我能借用它吗？	扩充不同词形
cancel	/ˈkænsl/　<b>v.</b>　取消<br>Cancel the meeting. 取消会议。	扩充不同词形
collect	/kəˈlekt/　<b>v.</b>　收集<br>Collect the data. 收集数据。	扩充不同词形
consider	/kənˈsɪdə/　<b>v.</b>　考虑<br>Consider this option. 考虑这个选项。	扩充不同词形
copy	/ˈkɒpi/　<b>v.</b>　复制<br>Copy the text. 复制文本。	扩充不同词形
cross	/krɒs/　<b>v.</b>　穿过<br>Cross the street. 过马路。	扩充不同词形
dance	/dɑːns/　<b>v.</b>　跳舞<br>They love to dance. 他们喜欢跳舞。	扩充不同词形
die	/daɪ/　<b>v.</b>　死亡<br>The battery died. 电池没电了。	扩充不同词形
discover	/dɪˈskʌvə/　<b>v.</b>　发现<br>We discovered a bug. 我们发现了一个 bug。	扩充不同词形
enter	/ˈentə/　<b>v.</b>　进入；输入<br>Enter your name. 输入你的名字。	扩充不同词形
fail	/feɪl/　<b>v.</b>　失败<br>The test failed. 测试失败了。	扩充不同词形
fight	/faɪt/　<b>v.</b>　战斗（fought）<br>Fight for your goal. 为目标奋斗。	扩充不同词形
fly	/flaɪ/　<b>v.</b>　飞（flew, flown）<br>We fly tomorrow. 我们明天坐飞机。	扩充不同词形
hide	/haɪd/　<b>v.</b>　隐藏（hid, hidden）<br>Hide the menu. 隐藏菜单。	扩充不同词形
hit	/hɪt/　<b>v.</b>　击中（hit, hit）<br>Hit the button. 按下按钮。	扩充不同词形
kill	/kɪl/　<b>v.</b>　终止；杀死<br>Kill the process. 终止进程。	扩充不同词形
laugh	/lɑːf/　<b>v.</b>　笑<br>We laughed together. 我们一起笑了。	扩充不同词形
lend	/lend/　<b>v.</b>　借出（lent）<br>Lend me your pen. 把笔借给我。	扩充不同词形
lie	/laɪ/　<b>v.</b>　躺；说谎<br>Lie down and rest. 躺下休息。	扩充不同词形
lift	/lɪft/　<b>v.</b>　举起<br>Lift the box. 抬起箱子。	扩充不同词形
live	/lɪv/　<b>v.</b>　居住；生活<br>I live in Beijing. 我住在北京。	扩充不同词形
lock	/lɒk/　<b>v.</b>　锁上<br>Lock the door. 锁门。	扩充不同词形
marry	/ˈmæri/　<b>v.</b>　结婚<br>They plan to marry. 他们计划结婚。	扩充不同词形
miss	/mɪs/　<b>v.</b>　错过；想念<br>Don't miss the bus. 别错过公交车。	扩充不同词形
obtain	/əbˈteɪn/　<b>v.</b>　获得<br>Obtain permission first. 先获得许可。	扩充不同词形
pack	/pæk/　<b>v.</b>　打包<br>Pack your bag. 收拾你的包。	扩充不同词形
print	/prɪnt/　<b>v.</b>　打印<br>Print the report. 打印报告。	扩充不同词形
protect	/prəˈtekt/　<b>v.</b>　保护<br>Protect your data. 保护你的数据。	扩充不同词形
repair	/rɪˈpeə/　<b>v.</b>　修理<br>Repair the computer. 修理电脑。	扩充不同词形
ring	/rɪŋ/　<b>v.</b>　响；打电话（rang, rung）<br>The phone rang. 电话响了。	扩充不同词形
rise	/raɪz/　<b>v.</b>　上升（rose, risen）<br>Prices may rise. 价格可能上涨。	扩充不同词形
sign	/saɪn/　<b>v.</b>　签署<br>Sign the form. 在表格上签字。	扩充不同词形
sing	/sɪŋ/　<b>v.</b>　唱歌（sang, sung）<br>She can sing. 她会唱歌。	扩充不同词形
swim	/swɪm/　<b>v.</b>　游泳（swam, swum）<br>I swim every week. 我每周游泳。	扩充不同词形
age	/eɪdʒ/　<b>n.</b>　年龄<br>What's your age? 你多大？	扩充不同词形
address	/əˈdres/　<b>n.</b>　地址<br>Enter your address. 输入地址。	扩充不同词形
ball	/bɔːl/　<b>n.</b>　球<br>Kick the ball. 踢球。	扩充不同词形
bill	/bɪl/　<b>n.</b>　账单<br>Pay the bill. 付账。	扩充不同词形
bus	/bʌs/　<b>n.</b>　公交车<br>Take the bus. 坐公交车。	扩充不同词形
car	/kɑː/　<b>n.</b>　汽车<br>My car is new. 我的车是新的。	扩充不同词形
material	/məˈtɪəriəl/　<b>n.</b>　材料；资料<br>Read the course material. 阅读课程资料。	扩充不同词形
community	/kəˈmjuːnəti/　<b>n.</b>　社区<br>Join the community. 加入社区。	扩充不同词形
conversation	/ˌkɒnvəˈseɪʃn/　<b>n.</b>　对话<br>Start a conversation. 开始交谈。	扩充不同词形
culture	/ˈkʌltʃə/　<b>n.</b>　文化<br>Learn about the culture. 了解这种文化。	扩充不同词形
date	/deɪt/　<b>n.</b>　日期<br>Check the date. 查看日期。	扩充不同词形
decision	/dɪˈsɪʒn/　<b>n.</b>　决定<br>Make a decision. 做决定。	扩充不同词形
difference	/ˈdɪfrəns/　<b>n.</b>　区别<br>See the difference. 看出区别。	扩充不同词形
direction	/dəˈrekʃn/　<b>n.</b>　方向<br>Follow the direction. 按照方向走。	扩充不同词形
education	/ˌedʒuˈkeɪʃn/　<b>n.</b>　教育<br>Education is important. 教育很重要。	扩充不同词形
energy	/ˈenədʒi/　<b>n.</b>　能量；精力<br>I need more energy. 我需要更多精力。	扩充不同词形
environment	/ɪnˈvaɪrənmənt/　<b>n.</b>　环境<br>A safe environment. 安全的环境。	扩充不同词形
form	/fɔːm/　<b>n.</b>　表格；形式<br>Fill in the form. 填写表格。	扩充不同词形
government	/ˈɡʌvənmənt/　<b>n.</b>　政府<br>The local government. 当地政府。	扩充不同词形
industry	/ˈɪndəstri/　<b>n.</b>　行业<br>The software industry. 软件行业。	扩充不同词形
issue	/ˈɪʃuː/　<b>n.</b>　问题<br>We found an issue. 我们发现了一个问题。	扩充不同词形
law	/lɔː/　<b>n.</b>　法律<br>Follow the law. 遵守法律。	扩充不同词形
letter	/ˈletə/　<b>n.</b>　信；字母<br>Write a letter. 写一封信。	扩充不同词形
map	/mæp/　<b>n.</b>　地图<br>Check the map. 查看地图。	扩充不同词形
parent	/ˈpeərənt/　<b>n.</b>　父亲或母亲<br>Every parent worries. 每位家长都会担心。	扩充不同词形
party	/ˈpɑːti/　<b>n.</b>　聚会<br>Join the party. 参加聚会。	扩充不同词形
period	/ˈpɪəriəd/　<b>n.</b>　时期；句号<br>A short period. 一段短时间。	扩充不同词形
policy	/ˈpɒləsi/　<b>n.</b>　政策；规定<br>Read the policy. 阅读规定。	扩充不同词形
program	/ˈprəʊɡræm/　<b>n.</b>　程序；项目<br>Run the program. 运行程序。	扩充不同词形
relationship	/rɪˈleɪʃnʃɪp/　<b>n.</b>　关系<br>Build a good relationship. 建立良好关系。	扩充不同词形
rule	/ruːl/　<b>n.</b>　规则<br>Follow the rules. 遵守规则。	扩充不同词形
shape	/ʃeɪp/　<b>n.</b>　形状<br>A round shape. 圆形。	扩充不同词形
situation	/ˌsɪtʃuˈeɪʃn/　<b>n.</b>　情况<br>Understand the situation. 了解情况。	扩充不同词形
society	/səˈsaɪəti/　<b>n.</b>　社会<br>Modern society. 现代社会。	扩充不同词形
state	/steɪt/　<b>n.</b>　状态；州<br>Check the current state. 检查当前状态。	扩充不同词形
teacher	/ˈtiːtʃə/　<b>n.</b>　老师<br>My English teacher. 我的英语老师。	扩充不同词形
train	/treɪn/　<b>n.</b>　火车<br>Catch the train. 赶火车。	扩充不同词形
trip	/trɪp/　<b>n.</b>　旅行<br>Have a good trip. 旅途愉快。	扩充不同词形
truth	/truːθ/　<b>n.</b>　真相<br>Tell the truth. 说实话。	扩充不同词形
unit	/ˈjuːnɪt/　<b>n.</b>　单元；单位<br>The first unit. 第一单元。	扩充不同词形
active	/ˈæktɪv/　<b>adj.</b>　活跃的<br>An active user. 活跃用户。	扩充不同词形
basic	/ˈbeɪsɪk/　<b>adj.</b>　基本的<br>Basic English. 基础英语。	扩充不同词形
careful	/ˈkeəfl/　<b>adj.</b>　小心的<br>Be careful. 小心。	扩充不同词形
central	/ˈsentrəl/　<b>adj.</b>　中央的；核心的<br>The central area. 中心区域。	扩充不同词形
comfortable	/ˈkʌmftəbl/　<b>adj.</b>　舒适的<br>A comfortable chair. 舒适的椅子。	扩充不同词形
daily	/ˈdeɪli/　<b>adj.</b>　每日的<br>A daily meeting. 每日会议。	扩充不同词形
dead	/ded/　<b>adj.</b>　死的；没电的<br>The battery is dead. 电池没电了。	扩充不同词形
fair	/feə/　<b>adj.</b>　公平的<br>That's fair. 这很公平。	扩充不同词形
favorite	/ˈfeɪvərɪt/　<b>adj.</b>　最喜欢的<br>My favorite book. 我最喜欢的书。	扩充不同词形
foreign	/ˈfɒrən/　<b>adj.</b>　外国的<br>A foreign language. 一门外语。	扩充不同词形
future	/ˈfjuːtʃə/　<b>adj.</b>　未来的<br>Future plans. 未来计划。	扩充不同词形
healthy	/ˈhelθi/　<b>adj.</b>　健康的<br>Stay healthy. 保持健康。	扩充不同词形
huge	/hjuːdʒ/　<b>adj.</b>　巨大的<br>A huge change. 巨大变化。	扩充不同词形
human	/ˈhjuːmən/　<b>adj.</b>　人类的<br>Human language. 人类语言。	扩充不同词形
hungry	/ˈhʌŋɡri/　<b>adj.</b>　饥饿的<br>I'm hungry. 我饿了。	扩充不同词形
international	/ˌɪntəˈnæʃnəl/　<b>adj.</b>　国际的<br>An international team. 国际团队。	扩充不同词形
left	/left/　<b>adj.</b>　左边的<br>The left side. 左边。	扩充不同词形
likely	/ˈlaɪkli/　<b>adj.</b>　可能的<br>It is likely to rain. 可能会下雨。	扩充不同词形
lucky	/ˈlʌki/　<b>adj.</b>　幸运的<br>You're lucky. 你很幸运。	扩充不同词形
necessary	/ˈnesəsəri/　<b>adj.</b>　必要的<br>Is it necessary? 有必要吗？	扩充不同词形
personal	/ˈpɜːsənl/　<b>adj.</b>　个人的<br>Personal information. 个人信息。	扩充不同词形
physical	/ˈfɪzɪkl/　<b>adj.</b>　身体的；实体的<br>Physical health. 身体健康。	扩充不同词形
present	/ˈpreznt/　<b>adj.</b>　当前的；在场的<br>The present situation. 当前情况。	扩充不同词形
private	/ˈpraɪvət/　<b>adj.</b>　私人的<br>A private message. 私信。	扩充不同词形
recent	/ˈriːsnt/　<b>adj.</b>　最近的<br>Recent changes. 最近的变化。	扩充不同词形
similar	/ˈsɪmələ/　<b>adj.</b>　相似的<br>The two are similar. 两者相似。	扩充不同词形
soft	/sɒft/　<b>adj.</b>　柔软的；轻柔的<br>A soft voice. 轻柔的声音。	扩充不同词形
successful	/səkˈsesfl/　<b>adj.</b>　成功的<br>A successful project. 成功的项目。	扩充不同词形
sweet	/swiːt/　<b>adj.</b>　甜的<br>This tea is sweet. 这茶很甜。	扩充不同词形
traditional	/trəˈdɪʃənl/　<b>adj.</b>　传统的<br>Traditional food. 传统食物。	扩充不同词形
usual	/ˈjuːʒuəl/　<b>adj.</b>　通常的<br>The usual time. 通常的时间。	扩充不同词形
valuable	/ˈvæljuəbl/　<b>adj.</b>　有价值的<br>Valuable feedback. 有价值的反馈。	扩充不同词形
western	/ˈwestən/　<b>adj.</b>　西方的<br>Western culture. 西方文化。	扩充不同词形
working	/ˈwɜːkɪŋ/　<b>adj.</b>　工作的；正常运转的<br>A working version. 可运行版本。	扩充不同词形
bright	/braɪt/　<b>adj.</b>　明亮的<br>A bright room. 明亮的房间。	扩充不同词形
cool	/kuːl/　<b>adj.</b>　凉爽的；很棒的<br>That's cool. 那很棒。	扩充不同词形
funny	/ˈfʌni/　<b>adj.</b>　有趣的；奇怪的<br>A funny story. 有趣的故事。	扩充不同词形
honest	/ˈɒnɪst/　<b>adj.</b>　诚实的<br>Be honest. 诚实一点。	扩充不同词形
loud	/laʊd/　<b>adj.</b>　响亮的<br>The music is loud. 音乐很响。	扩充不同词形
strange	/streɪndʒ/　<b>adj.</b>　奇怪的<br>That's strange. 那很奇怪。	扩充不同词形
above	/əˈbʌv/　<b>adv.</b>　在上面<br>See the example above. 看上面的例子。	扩充不同词形
ahead	/əˈhed/　<b>adv.</b>　向前；提前<br>Plan ahead. 提前计划。	扩充不同词形
alone	/əˈləʊn/　<b>adv.</b>　独自<br>I work alone. 我独自工作。	扩充不同词形
along	/əˈlɒŋ/　<b>adv.</b>　向前；一起<br>Come along. 一起来吧。	扩充不同词形
below	/bɪˈləʊ/　<b>adv.</b>　在下面<br>See below. 见下文。	扩充不同词形
completely	/kəmˈpliːtli/　<b>adv.</b>　完全地<br>I completely agree. 我完全同意。	扩充不同词形
ever	/ˈevə/　<b>adv.</b>　曾经<br>Have you ever tried? 你试过吗？	扩充不同词形
far	/fɑː/　<b>adv.</b>　远<br>It's too far. 太远了。	扩充不同词形
inside	/ˌɪnˈsaɪd/　<b>adv.</b>　在里面<br>Come inside. 进来吧。	扩充不同词形
nearby	/ˌnɪəˈbaɪ/　<b>adv.</b>　在附近<br>I live nearby. 我住在附近。	扩充不同词形
outside	/ˌaʊtˈsaɪd/　<b>adv.</b>　在外面<br>Wait outside. 在外面等。	扩充不同词形
once	/wʌns/　<b>adv.</b>　一次；曾经<br>Try it once. 试一次。	扩充不同词形
rather	/ˈrɑːðə/　<b>adv.</b>　相当；宁愿<br>It's rather easy. 这相当容易。	扩充不同词形
straight	/streɪt/　<b>adv.</b>　直地<br>Go straight. 直走。	扩充不同词形
suddenly	/ˈsʌdənli/　<b>adv.</b>　突然<br>It suddenly stopped. 它突然停了。	扩充不同词形
tonight	/təˈnaɪt/　<b>adv.</b>　今晚<br>See you tonight. 今晚见。	扩充不同词形
twice	/twaɪs/　<b>adv.</b>　两次<br>Check it twice. 检查两遍。	扩充不同词形
upstairs	/ˌʌpˈsteəz/　<b>adv.</b>　在楼上<br>Go upstairs. 上楼。	扩充不同词形
downstairs	/ˌdaʊnˈsteəz/　<b>adv.</b>　在楼下<br>Wait downstairs. 在楼下等。	扩充不同词形
abroad	/əˈbrɔːd/　<b>adv.</b>　在国外<br>Work abroad. 在国外工作。	扩充不同词形
actually	/ˈæktʃuəli/　<b>adv.</b>　实际上<br>Actually, I agree. 其实我同意。	扩充不同词形
else	/els/　<b>adv.</b>　其他<br>Anything else? 还有别的吗？	扩充不同词形
online	/ˌɒnˈlaɪn/　<b>adv.</b>　在线<br>Learn online. 在线学习。	扩充不同词形
otherwise	/ˈʌðəwaɪz/　<b>adv.</b>　否则<br>Hurry, otherwise we'll be late. 快点，否则会迟到。	扩充不同词形
recently	/ˈriːsntli/　<b>adv.</b>　最近<br>I moved recently. 我最近搬家了。	扩充不同词形
simply	/ˈsɪmpli/　<b>adv.</b>　简单地；仅仅<br>Put it simply. 简单来说。	扩充不同词形
immediately	/ɪˈmiːdiətli/　<b>adv.</b>　立即<br>Reply immediately. 立即回复。	扩充不同词形
luckily	/ˈlʌkɪli/　<b>adv.</b>　幸运地<br>Luckily, it worked. 幸好它能用。	扩充不同词形
mostly	/ˈməʊstli/　<b>adv.</b>　大部分地<br>It's mostly correct. 大体正确。	扩充不同词形
normally	/ˈnɔːməli/　<b>adv.</b>　通常；正常地<br>It normally works. 它通常能运行。	扩充不同词形
partly	/ˈpɑːtli/　<b>adv.</b>　部分地<br>It is partly done. 完成了一部分。	扩充不同词形
possibly	/ˈpɒsəbli/　<b>adv.</b>　可能地<br>Reply as soon as you possibly can. 尽快回复。	扩充不同词形
rarely	/ˈreəli/　<b>adv.</b>　很少<br>It rarely fails. 它很少失败。	扩充不同词形
separately	/ˈseprətli/　<b>adv.</b>　分别地<br>Test them separately. 分别测试。	扩充不同词形
seriously	/ˈsɪəriəsli/　<b>adv.</b>　认真地；严重地<br>Take it seriously. 认真对待。	扩充不同词形
currently	/ˈkʌrəntli/　<b>adv.</b>　目前<br>It is currently unavailable. 目前不可用。	扩充不同词形
nearly	/ˈnɪəli/　<b>adv.</b>　几乎<br>It's nearly ready. 快准备好了。	扩充不同词形
generally	/ˈdʒenrəli/　<b>adv.</b>　一般地<br>It generally works. 它通常能用。	扩充不同词形
easily	/ˈiːzɪli/　<b>adv.</b>　容易地<br>You can easily fix it. 你可以轻松修好。	扩充不同词形
forever	/fərˈevə/　<b>adv.</b>　永远<br>It won't last forever. 它不会永远持续。	扩充不同词形
bake	/beɪk/　<b>v.</b>　烘烤<br>Bake the bread. 烤面包。	补足1000个单词
burn	/bɜːn/　<b>v.</b>　燃烧；烫伤<br>Don't burn the food. 别把食物烧焦。	补足1000个单词
climb	/klaɪm/　<b>v.</b>　攀登<br>Climb the stairs. 爬楼梯。	补足1000个单词
deliver	/dɪˈlɪvə/　<b>v.</b>　递送；交付<br>Deliver the package. 递送包裹。	补足1000个单词
depend	/dɪˈpend/　<b>v.</b>　取决于<br>It depends on the time. 这取决于时间。	补足1000个单词
describe	/dɪˈskraɪb/　<b>v.</b>　描述<br>Describe the problem. 描述问题。	补足1000个单词
destroy	/dɪˈstrɔɪ/　<b>v.</b>　破坏<br>Don't destroy the data. 别破坏数据。	补足1000个单词
feed	/fiːd/　<b>v.</b>　喂养（fed）<br>Feed the cat. 喂猫。	补足1000个单词
invite	/ɪnˈvaɪt/　<b>v.</b>　邀请<br>Invite her to the meeting. 邀请她参会。	补足1000个单词
jump	/dʒʌmp/　<b>v.</b>　跳<br>Jump over the line. 跳过这条线。	补足1000个单词
knock	/nɒk/　<b>v.</b>　敲<br>Knock on the door. 敲门。	补足1000个单词
mark	/mɑːk/　<b>v.</b>　标记<br>Mark the task as done. 把任务标为完成。	补足1000个单词
prepare	/prɪˈpeə/　<b>v.</b>　准备<br>Prepare for the meeting. 为会议做准备。	补足1000个单词
promise	/ˈprɒmɪs/　<b>v.</b>　承诺<br>I promise to help. 我答应帮忙。	补足1000个单词
record	/rɪˈkɔːd/　<b>v.</b>　记录<br>Record the result. 记录结果。	补足1000个单词
refuse	/rɪˈfjuːz/　<b>v.</b>　拒绝<br>He refused the offer. 他拒绝了提议。	补足1000个单词
shake	/ʃeɪk/　<b>v.</b>　摇动（shook, shaken）<br>Shake the bottle. 摇一摇瓶子。	补足1000个单词
shoot	/ʃuːt/　<b>v.</b>　拍摄；射击（shot）<br>Shoot a video. 拍一段视频。	补足1000个单词
shut	/ʃʌt/　<b>v.</b>　关闭（shut, shut）<br>Shut the window. 关窗。	补足1000个单词
smile	/smaɪl/　<b>v.</b>　微笑<br>Smile for the photo. 拍照时笑一笑。	补足1000个单词
steal	/stiːl/　<b>v.</b>　偷（stole, stolen）<br>Someone stole my phone. 有人偷了我的手机。	补足1000个单词
vote	/vəʊt/　<b>v.</b>　投票<br>Vote for one option. 为一个选项投票。	补足1000个单词
action	/ˈækʃn/　<b>n.</b>　行动<br>Take action now. 现在采取行动。	补足1000个单词
activity	/ækˈtɪvəti/　<b>n.</b>　活动<br>A team activity. 团队活动。	补足1000个单词
article	/ˈɑːtɪkl/　<b>n.</b>　文章<br>Read the article. 阅读文章。	补足1000个单词
background	/ˈbækɡraʊnd/　<b>n.</b>　背景<br>My work background. 我的工作背景。	补足1000个单词
board	/bɔːd/　<b>n.</b>　板；看板<br>Write it on the board. 把它写在板上。	补足1000个单词
building	/ˈbɪldɪŋ/　<b>n.</b>　建筑物<br>A tall building. 一栋高楼。	补足1000个单词
character	/ˈkærəktə/　<b>n.</b>　字符；人物<br>Enter one character. 输入一个字符。	补足1000个单词
condition	/kənˈdɪʃn/　<b>n.</b>　条件；状况<br>Under this condition. 在这种条件下。	补足1000个单词
contact	/ˈkɒntækt/　<b>n.</b>　联系人；联系<br>Add a new contact. 添加联系人。	补足1000个单词
dream	/driːm/　<b>n.</b>　梦想；梦<br>Follow your dream. 追随梦想。	补足1000个单词
field	/fiːld/　<b>n.</b>　领域；字段<br>Fill in this field. 填写这个字段。	补足1000个单词
ground	/ɡraʊnd/　<b>n.</b>　地面<br>Put it on the ground. 把它放在地上。	补足1000个单词
knowledge	/ˈnɒlɪdʒ/　<b>n.</b>　知识<br>Basic knowledge. 基础知识。	补足1000个单词
machine	/məˈʃiːn/　<b>n.</b>　机器<br>The machine is running. 机器正在运转。	补足1000个单词
member	/ˈmembə/　<b>n.</b>　成员<br>A team member. 团队成员。	补足1000个单词
memory	/ˈmeməri/　<b>n.</b>　记忆；内存<br>The app uses too much memory. 应用占用太多内存。	补足1000个单词
nature	/ˈneɪtʃə/　<b>n.</b>　自然<br>Spend time in nature. 去大自然中走走。	补足1000个单词
opportunity	/ˌɒpəˈtjuːnəti/　<b>n.</b>　机会<br>A good opportunity. 一个好机会。	补足1000个单词
position	/pəˈzɪʃn/　<b>n.</b>　位置；职位<br>Apply for the position. 申请这个职位。	补足1000个单词
purpose	/ˈpɜːpəs/　<b>n.</b>　目的<br>What's the purpose? 目的是什么？	补足1000个单词
ancient	/ˈeɪnʃənt/　<b>adj.</b>　古老的<br>An ancient city. 一座古城。	补足1000个单词
awake	/əˈweɪk/　<b>adj.</b>　醒着的<br>Are you awake? 你醒着吗？	补足1000个单词
blind	/blaɪnd/　<b>adj.</b>　失明的；盲目的<br>A blind user. 一位盲人用户。	补足1000个单词
calm	/kɑːm/　<b>adj.</b>　冷静的<br>Stay calm. 保持冷静。	补足1000个单词
direct	/dəˈrekt/　<b>adj.</b>　直接的<br>A direct answer. 直接的回答。	补足1000个单词
excellent	/ˈeksələnt/　<b>adj.</b>　极好的<br>Excellent work. 做得非常好。	补足1000个单词
fit	/fɪt/　<b>adj.</b>　健康的；合适的<br>This size is a good fit. 这个尺寸很合适。	补足1000个单词
flat	/flæt/　<b>adj.</b>　平的<br>A flat surface. 平坦的表面。	补足1000个单词
negative	/ˈneɡətɪv/　<b>adj.</b>　消极的；负的<br>A negative result. 阴性结果。	补足1000个单词
positive	/ˈpɒzətɪv/　<b>adj.</b>　积极的；正的<br>Positive feedback. 积极反馈。	补足1000个单词
proud	/praʊd/　<b>adj.</b>　自豪的<br>I'm proud of you. 我为你骄傲。	补足1000个单词
responsible	/rɪˈspɒnsəbl/　<b>adj.</b>　负责的<br>She is responsible for testing. 她负责测试。	补足1000个单词
round	/raʊnd/　<b>adj.</b>　圆的<br>A round table. 一张圆桌。	补足1000个单词
